id,Q246,Q246_6_TEXT,Team_id,remove_team,self_leader,self_leader_2,self_leader_3,squestion,alter_id,Q13,Q14,Q15,Q16,Q17,Q82,Q83,Q84,Q85,Q86,Q89,Q90,Q91,Q92,Q93
697,4,NA,1_1_1,0,TRUE,TRUE,TRUE,1,682,7,7,7,NA,FALSE,7,7,7,NA,FALSE,7,7,7,NA,FALSE
697,4,NA,1_1_1,0,TRUE,TRUE,TRUE,2,959,6,7,7,NA,FALSE,7,7,7,NA,FALSE,7,7,7,NA,FALSE
697,4,NA,1_1_1,0,TRUE,TRUE,TRUE,4,vero1_1_1,NA,NA,NA,NA,NA,6,6,6,2,FALSE,5,6,6,2,FALSE
682,2,NA,1_1_1,0,FALSE,TRUE,TRUE,1,697,7,7,7,1,TRUE,7,7,7,1,TRUE,7,4,7,NA,TRUE
682,2,NA,1_1_1,0,FALSE,TRUE,TRUE,2,959,7,6,6,2,FALSE,6,6,6,2,FALSE,5,4,3,NA,FALSE
682,2,NA,1_1_1,0,FALSE,TRUE,TRUE,4,vero1_1_1,NA,NA,NA,NA,NA,6,5,6,3,FALSE,2,3,3,4,FALSE
959,4,NA,1_1_1,0,TRUE,TRUE,TRUE,1,697,7,7,7,6,TRUE,7,7,6,1,TRUE,7,7,6,1,TRUE
959,4,NA,1_1_1,0,TRUE,TRUE,TRUE,2,682,6,6,6,6,FALSE,5,6,5,1,TRUE,6,5,5,1,FALSE
959,4,NA,1_1_1,0,TRUE,TRUE,TRUE,4,vero1_1_1,NA,NA,NA,NA,NA,6,6,5,NA,TRUE,6,5,5,1,FALSE
823,4,NA,1_2_1,0,FALSE,FALSE,FALSE,1,177,7,7,7,1,TRUE,7,7,7,1,FALSE,7,7,7,1,FALSE
823,4,NA,1_2_1,0,FALSE,FALSE,FALSE,2,346,7,7,7,1,FALSE,7,6,7,1,FALSE,7,7,7,1,FALSE
823,4,NA,1_2_1,0,FALSE,FALSE,FALSE,4,vero1_2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE
177,5,NA,1_2_1,0,TRUE,TRUE,TRUE,1,346,6,6,6,2,TRUE,6,6,6,2,TRUE,7,7,7,1,TRUE
177,5,NA,1_2_1,0,TRUE,TRUE,TRUE,2,823,4,6,4,2,FALSE,5,6,6,2,TRUE,7,7,7,1,TRUE
177,5,NA,1_2_1,0,TRUE,TRUE,TRUE,4,vero1_2_1,NA,NA,NA,NA,NA,5,5,5,3,FALSE,6,5,4,2,TRUE
346,5,NA,1_2_1,0,TRUE,TRUE,FALSE,1,177,6,5,6,2,TRUE,6,6,6,1,FALSE,6,7,4,1,TRUE
346,5,NA,1_2_1,0,TRUE,TRUE,FALSE,2,823,2,5,2,5,FALSE,4,6,6,1,FALSE,5,7,4,1,TRUE
346,5,NA,1_2_1,0,TRUE,TRUE,FALSE,4,vero1_2_1,NA,NA,NA,NA,NA,1,6,1,1,FALSE,NA,3,2,1,FALSE
499,5,NA,2_3_1,0,FALSE,FALSE,FALSE,2,224,6,NA,6,7,FALSE,7,7,6,6,FALSE,7,7,6,7,TRUE
499,5,NA,2_3_1,0,FALSE,FALSE,FALSE,3,650,6,NA,7,7,TRUE,7,7,7,7,FALSE,6,7,7,7,FALSE
499,5,NA,2_3_1,0,FALSE,FALSE,FALSE,4,vero2_3_1,NA,NA,NA,NA,NA,6,7,7,7,FALSE,7,6,6,6,FALSE
650,4,NA,2_3_1,0,FALSE,FALSE,FALSE,1,499,5,5,4,6,FALSE,3,3,2,2,FALSE,4,2,3,5,FALSE
650,4,NA,2_3_1,0,FALSE,FALSE,FALSE,2,224,3,4,5,4,FALSE,5,4,3,2,TRUE,3,5,2,2,TRUE
650,4,NA,2_3_1,0,FALSE,FALSE,FALSE,4,vero2_3_1,NA,NA,NA,NA,NA,5,5,2,2,FALSE,5,4,5,2,FALSE
224,4,NA,2_3_1,0,FALSE,FALSE,FALSE,1,499,NA,NA,5,3,FALSE,4,5,5,5,TRUE,3,NA,4,3,FALSE
224,4,NA,2_3_1,0,FALSE,FALSE,FALSE,2,650,NA,NA,4,6,TRUE,4,4,3,3,TRUE,4,NA,3,4,TRUE
224,4,NA,2_3_1,0,FALSE,FALSE,FALSE,4,vero2_3_1,NA,NA,NA,NA,NA,5,7,4,4,FALSE,6,NA,5,NA,FALSE
532,5,NA,2_4_1,0,TRUE,TRUE,TRUE,1,227,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
532,5,NA,2_4_1,0,TRUE,TRUE,TRUE,2,963,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
532,5,NA,2_4_1,0,TRUE,TRUE,TRUE,4,vero2_4_1,NA,NA,NA,NA,NA,3,2,2,7,FALSE,2,1,1,7,FALSE
963,2,NA,2_4_1,0,TRUE,FALSE,TRUE,1,532,7,7,7,1,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
963,2,NA,2_4_1,0,TRUE,FALSE,TRUE,2,227,7,7,7,1,TRUE,7,7,7,NA,FALSE,7,7,7,NA,TRUE
963,2,NA,2_4_1,0,TRUE,FALSE,TRUE,4,vero2_4_1,NA,NA,NA,NA,NA,2,2,1,6,FALSE,2,3,2,6,FALSE
227,5,NA,2_4_1,0,TRUE,TRUE,TRUE,1,532,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,1,TRUE
227,5,NA,2_4_1,0,TRUE,TRUE,TRUE,2,963,7,7,7,NA,FALSE,7,7,7,NA,FALSE,7,7,7,NA,FALSE
227,5,NA,2_4_1,0,TRUE,TRUE,TRUE,4,vero2_4_1,NA,NA,NA,NA,NA,7,7,7,NA,FALSE,7,7,7,NA,FALSE
524,4,NA,2_5_1,0,FALSE,FALSE,FALSE,1,739,7,7,6,1,TRUE,7,7,6,NA,TRUE,7,7,7,NA,TRUE
524,4,NA,2_5_1,0,FALSE,FALSE,FALSE,2,997,7,7,6,NA,FALSE,7,7,6,NA,FALSE,7,7,7,NA,FALSE
524,4,NA,2_5_1,0,FALSE,FALSE,FALSE,4,vero2_5_1,NA,NA,NA,NA,NA,4,5,2,4,FALSE,3,3,4,2,FALSE
739,2,NA,2_5_1,0,TRUE,TRUE,TRUE,1,524,6,6,7,6,FALSE,6,7,7,6,FALSE,5,7,6,2,FALSE
739,2,NA,2_5_1,0,TRUE,TRUE,TRUE,2,997,5,7,7,7,FALSE,7,7,7,7,FALSE,7,7,7,NA,FALSE
739,2,NA,2_5_1,0,TRUE,TRUE,TRUE,4,vero2_5_1,NA,NA,NA,NA,NA,5,4,4,3,FALSE,2,2,2,7,FALSE
997,5,NA,2_5_1,0,FALSE,FALSE,FALSE,1,739,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
997,5,NA,2_5_1,0,FALSE,FALSE,FALSE,2,524,7,7,7,NA,FALSE,7,7,7,NA,FALSE,7,7,7,NA,FALSE
997,5,NA,2_5_1,0,FALSE,FALSE,FALSE,4,vero2_5_1,NA,NA,NA,NA,NA,3,4,NA,4,FALSE,4,4,NA,4,FALSE
461,5,NA,2_6_1,0,TRUE,TRUE,TRUE,1,379,6,6,6,1,TRUE,6,6,6,2,TRUE,6,6,6,1,TRUE
461,5,NA,2_6_1,0,TRUE,TRUE,TRUE,2,470,6,6,6,1,TRUE,6,6,6,2,TRUE,6,6,6,1,TRUE
461,5,NA,2_6_1,0,TRUE,TRUE,TRUE,4,vero2_6_1,NA,NA,NA,NA,NA,2,2,3,4,FALSE,2,2,3,4,FALSE
470,2,NA,2_6_1,0,TRUE,TRUE,TRUE,2,379,6,6,6,1,FALSE,7,6,7,NA,FALSE,7,7,7,NA,TRUE
470,2,NA,2_6_1,0,TRUE,TRUE,TRUE,3,461,5,5,6,2,TRUE,7,6,7,NA,TRUE,7,6,7,NA,TRUE
470,2,NA,2_6_1,0,TRUE,TRUE,TRUE,4,vero2_6_1,NA,NA,NA,NA,NA,2,2,NA,2,FALSE,2,NA,NA,2,FALSE
379,4,NA,2_6_1,0,TRUE,TRUE,TRUE,1,461,7,7,7,NA,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
379,4,NA,2_6_1,0,TRUE,TRUE,TRUE,2,470,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
379,4,NA,2_6_1,0,TRUE,TRUE,TRUE,4,vero2_6_1,NA,NA,NA,NA,NA,2,4,2,NA,FALSE,1,4,NA,NA,FALSE
152,4,NA,3_7_1,0,FALSE,FALSE,FALSE,1,857,7,6,7,NA,FALSE,7,6,7,NA,FALSE,7,7,7,NA,FALSE
152,4,NA,3_7_1,0,FALSE,FALSE,FALSE,2,945,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
152,4,NA,3_7_1,0,FALSE,FALSE,FALSE,4,vero3_7_1,NA,NA,NA,NA,NA,7,7,7,NA,FALSE,7,7,7,NA,FALSE
857,4,NA,3_7_1,0,FALSE,FALSE,TRUE,1,945,6,5,7,7,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
857,4,NA,3_7_1,0,FALSE,FALSE,TRUE,2,152,6,5,7,7,FALSE,7,7,7,NA,FALSE,7,7,7,NA,TRUE
857,4,NA,3_7_1,0,FALSE,FALSE,TRUE,4,vero3_7_1,NA,NA,NA,NA,NA,4,2,7,NA,FALSE,6,2,3,NA,TRUE
945,4,NA,3_7_1,0,TRUE,FALSE,FALSE,1,857,6,6,6,1,FALSE,6,6,6,2,FALSE,6,6,6,6,FALSE
945,4,NA,3_7_1,0,TRUE,FALSE,FALSE,2,152,6,6,6,1,FALSE,6,6,6,2,TRUE,6,6,6,6,FALSE
945,4,NA,3_7_1,0,TRUE,FALSE,FALSE,4,vero3_7_1,NA,NA,NA,NA,NA,5,5,6,4,TRUE,6,5,6,3,TRUE
710,2,NA,3_8_1,0,TRUE,TRUE,TRUE,1,466,6,7,5,NA,FALSE,6,7,6,NA,FALSE,6,7,6,NA,FALSE
710,2,NA,3_8_1,0,TRUE,TRUE,TRUE,2,988,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
710,2,NA,3_8_1,0,TRUE,TRUE,TRUE,4,vero3_8_1,NA,NA,NA,NA,NA,3,2,2,2,FALSE,3,2,3,3,FALSE
988,1,NA,3_8_1,0,FALSE,FALSE,FALSE,1,466,6,7,5,1,FALSE,7,7,7,1,FALSE,7,7,6,1,FALSE
988,1,NA,3_8_1,0,FALSE,FALSE,FALSE,2,710,6,7,6,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
988,1,NA,3_8_1,0,FALSE,FALSE,FALSE,4,vero3_8_1,NA,NA,NA,NA,NA,3,3,5,4,FALSE,5,3,5,3,FALSE
466,4,NA,3_8_1,0,FALSE,TRUE,TRUE,1,710,5,6,6,1,FALSE,7,7,7,NA,TRUE,7,7,7,7,TRUE
466,4,NA,3_8_1,0,FALSE,TRUE,TRUE,2,988,5,6,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,7,TRUE
466,4,NA,3_8_1,0,FALSE,TRUE,TRUE,4,vero3_8_1,NA,NA,NA,NA,NA,5,5,5,3,TRUE,5,6,6,6,TRUE
232,4,NA,3_9_1,0,FALSE,TRUE,TRUE,1,300,7,7,6,1,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
232,4,NA,3_9_1,0,FALSE,TRUE,TRUE,2,573,7,7,5,NA,FALSE,7,7,5,NA,FALSE,7,7,5,NA,FALSE
232,4,NA,3_9_1,0,FALSE,TRUE,TRUE,4,vero3_9_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,7,6,7,NA,TRUE
573,5,NA,3_9_1,0,FALSE,FALSE,FALSE,1,232,7,7,7,2,TRUE,7,6,6,2,TRUE,6,7,6,1,FALSE
573,5,NA,3_9_1,0,FALSE,FALSE,FALSE,2,300,7,7,7,2,FALSE,7,5,6,2,FALSE,6,7,6,NA,FALSE
573,5,NA,3_9_1,0,FALSE,FALSE,FALSE,4,vero3_9_1,NA,NA,NA,NA,NA,4,4,6,2,FALSE,4,4,4,NA,TRUE
300,4,NA,3_9_1,0,TRUE,TRUE,TRUE,1,573,7,7,7,7,TRUE,7,7,7,NA,TRUE,7,7,7,1,TRUE
300,4,NA,3_9_1,0,TRUE,TRUE,TRUE,2,232,7,7,7,7,TRUE,7,7,7,NA,TRUE,7,7,7,1,TRUE
300,4,NA,3_9_1,0,TRUE,TRUE,TRUE,4,vero3_9_1,NA,NA,NA,NA,NA,7,5,7,NA,FALSE,7,5,7,1,FALSE
615,5,NA,3_10_1,0,FALSE,NA,FALSE,1,236,5,5,4,NA,FALSE,NA,NA,NA,NA,NA,5,6,4,2,FALSE
615,5,NA,3_10_1,0,FALSE,NA,FALSE,2,614,7,6,6,NA,TRUE,NA,NA,NA,NA,NA,7,6,7,NA,TRUE
615,5,NA,3_10_1,0,FALSE,NA,FALSE,4,vero3_10_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,5,FALSE
614,2,NA,3_10_1,0,TRUE,TRUE,TRUE,1,236,7,3,5,1,FALSE,7,7,7,1,TRUE,7,7,7,1,FALSE
614,2,NA,3_10_1,0,TRUE,TRUE,TRUE,2,615,7,5,5,1,FALSE,7,7,7,1,TRUE,7,7,7,1,FALSE
614,2,NA,3_10_1,0,TRUE,TRUE,TRUE,4,vero3_10_1,NA,NA,NA,NA,NA,4,3,2,6,FALSE,1,1,1,7,FALSE
236,4,NA,3_10_1,0,TRUE,NA,TRUE,1,614,7,7,6,1,TRUE,NA,NA,NA,NA,NA,6,6,6,6,TRUE
236,4,NA,3_10_1,0,TRUE,NA,TRUE,2,615,7,7,6,1,TRUE,NA,NA,NA,NA,NA,6,6,6,6,TRUE
236,4,NA,3_10_1,0,TRUE,NA,TRUE,4,vero3_10_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,FALSE
992,2,NA,1_1_4,0,TRUE,FALSE,FALSE,1,213,4,6,3,1,TRUE,4,6,3,1,FALSE,4,6,3,1,TRUE
992,2,NA,1_1_4,0,TRUE,FALSE,FALSE,2,587,4,6,3,1,FALSE,4,6,3,1,FALSE,4,6,3,1,FALSE
992,2,NA,1_1_4,0,TRUE,FALSE,FALSE,4,vero1_1_4,NA,NA,NA,NA,NA,5,6,5,1,FALSE,6,6,5,1,FALSE
587,5,NA,1_1_4,0,FALSE,FALSE,FALSE,1,213,2,3,2,2,FALSE,2,2,2,1,FALSE,2,2,1,2,FALSE
587,5,NA,1_1_4,0,FALSE,FALSE,FALSE,2,992,2,NA,3,4,TRUE,3,NA,3,3,FALSE,3,NA,2,3,FALSE
587,5,NA,1_1_4,0,FALSE,FALSE,FALSE,4,vero1_1_4,NA,NA,NA,NA,NA,4,2,4,2,TRUE,4,2,3,NA,TRUE
213,4,NA,1_1_4,0,TRUE,FALSE,TRUE,1,587,6,6,5,NA,FALSE,5,6,5,NA,FALSE,5,6,6,NA,FALSE
213,4,NA,1_1_4,0,TRUE,FALSE,TRUE,2,992,6,6,6,NA,TRUE,5,6,5,NA,TRUE,6,6,6,NA,TRUE
213,4,NA,1_1_4,0,TRUE,FALSE,TRUE,4,vero1_1_4,NA,NA,NA,NA,NA,5,6,5,NA,FALSE,6,6,6,NA,FALSE
454,4,NA,3_2_4,0,TRUE,FALSE,FALSE,1,836,5,6,6,3,FALSE,6,6,7,7,FALSE,7,7,6,2,FALSE
454,4,NA,3_2_4,0,TRUE,FALSE,FALSE,3,307,7,7,7,1,FALSE,7,6,7,7,FALSE,7,7,6,1,FALSE
454,4,NA,3_2_4,0,TRUE,FALSE,FALSE,4,vero3_2_4,NA,NA,NA,NA,NA,7,7,7,7,TRUE,7,7,7,1,TRUE
307,6,NA,3_2_4,0,TRUE,TRUE,TRUE,1,454,3,3,3,5,FALSE,3,3,3,4,FALSE,2,2,2,5,FALSE
307,6,NA,3_2_4,0,TRUE,TRUE,TRUE,2,836,2,1,1,7,FALSE,2,2,2,5,FALSE,1,1,1,6,FALSE
307,6,NA,3_2_4,0,TRUE,TRUE,TRUE,4,vero3_2_4,NA,NA,NA,NA,NA,6,7,7,1,TRUE,6,7,7,1,TRUE
836,4,NA,3_2_4,0,FALSE,FALSE,FALSE,1,454,4,4,5,3,TRUE,4,3,5,4,FALSE,4,4,7,3,FALSE
836,4,NA,3_2_4,0,FALSE,FALSE,FALSE,2,307,4,4,4,2,FALSE,4,7,3,NA,FALSE,4,7,7,NA,FALSE
836,4,NA,3_2_4,0,FALSE,FALSE,FALSE,4,vero3_2_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,7,7,NA,TRUE
424,4,NA,1_3_4,0,TRUE,TRUE,TRUE,1,766,7,7,7,1,TRUE,7,7,6,1,TRUE,7,7,7,1,TRUE
424,4,NA,1_3_4,0,TRUE,TRUE,TRUE,2,330,7,7,6,1,TRUE,6,NA,6,1,FALSE,7,7,7,1,FALSE
424,4,NA,1_3_4,0,TRUE,TRUE,TRUE,4,vero1_3_4,NA,NA,NA,NA,NA,7,7,7,1,FALSE,7,7,7,1,FALSE
766,5,NA,1_3_4,0,TRUE,FALSE,TRUE,1,330,7,7,7,1,FALSE,7,7,7,1,FALSE,7,7,7,1,FALSE
766,5,NA,1_3_4,0,TRUE,FALSE,TRUE,2,424,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
766,5,NA,1_3_4,0,TRUE,FALSE,TRUE,4,vero1_3_4,NA,NA,NA,NA,NA,7,7,7,2,FALSE,7,6,7,2,FALSE
330,2,NA,1_3_4,0,TRUE,TRUE,TRUE,1,766,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
330,2,NA,1_3_4,0,TRUE,TRUE,TRUE,2,424,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
330,2,NA,1_3_4,0,TRUE,TRUE,TRUE,4,vero1_3_4,NA,NA,NA,NA,NA,7,7,7,4,FALSE,5,7,6,2,TRUE
222,2,NA,1_4_4,0,FALSE,FALSE,FALSE,1,403,4,5,4,2,FALSE,6,6,6,1,FALSE,6,6,6,1,FALSE
222,2,NA,1_4_4,0,FALSE,FALSE,FALSE,2,603,4,6,4,2,TRUE,6,NA,6,1,TRUE,6,6,NA,NA,TRUE
222,2,NA,1_4_4,0,FALSE,FALSE,FALSE,4,vero1_4_4,NA,NA,NA,NA,NA,7,2,7,NA,FALSE,6,6,6,1,FALSE
403,4,NA,1_4_4,0,FALSE,FALSE,FALSE,1,603,6,7,7,1,TRUE,7,7,7,NA,TRUE,7,7,7,1,TRUE
403,4,NA,1_4_4,0,FALSE,FALSE,FALSE,2,222,6,7,6,1,FALSE,6,6,6,1,FALSE,6,6,6,1,FALSE
403,4,NA,1_4_4,0,FALSE,FALSE,FALSE,4,vero1_4_4,NA,NA,NA,NA,NA,3,3,3,2,FALSE,3,2,3,2,FALSE
603,5,NA,1_4_4,0,TRUE,TRUE,TRUE,1,403,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
603,5,NA,1_4_4,0,TRUE,TRUE,TRUE,2,222,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
603,5,NA,1_4_4,0,TRUE,TRUE,TRUE,4,vero1_4_4,NA,NA,NA,NA,NA,6,6,7,1,FALSE,6,7,6,1,FALSE
708,5,NA,3_5_4,0,TRUE,TRUE,TRUE,1,101,4,5,6,1,TRUE,5,7,7,1,FALSE,6,7,6,1,FALSE
708,5,NA,3_5_4,0,TRUE,TRUE,TRUE,2,986,4,5,6,1,TRUE,NA,7,7,1,FALSE,6,7,6,1,FALSE
708,5,NA,3_5_4,0,TRUE,TRUE,TRUE,4,vero3_5_4,NA,NA,NA,NA,NA,6,7,7,1,TRUE,7,7,7,1,TRUE
986,4,NA,3_5_4,0,FALSE,FALSE,FALSE,1,708,6,5,6,NA,TRUE,6,5,5,NA,TRUE,5,5,5,NA,TRUE
986,4,NA,3_5_4,0,FALSE,FALSE,FALSE,2,101,3,2,3,1,FALSE,3,5,5,NA,FALSE,5,5,5,NA,FALSE
986,4,NA,3_5_4,0,FALSE,FALSE,FALSE,4,vero3_5_4,NA,NA,NA,NA,NA,NA,3,3,3,FALSE,NA,3,4,4,FALSE
101,5,NA,3_5_4,0,TRUE,TRUE,TRUE,1,708,7,6,7,2,TRUE,7,6,7,2,TRUE,7,5,7,1,TRUE
101,5,NA,3_5_4,0,TRUE,TRUE,TRUE,2,986,7,6,7,2,TRUE,7,6,7,2,TRUE,7,6,7,1,TRUE
101,5,NA,3_5_4,0,TRUE,TRUE,TRUE,4,vero3_5_4,NA,NA,NA,NA,NA,4,2,2,5,FALSE,6,3,4,4,FALSE
548,4,NA,2_6_4,0,TRUE,TRUE,TRUE,1,623,7,7,7,1,FALSE,7,NA,7,1,TRUE,7,7,7,1,TRUE
548,4,NA,2_6_4,0,TRUE,TRUE,TRUE,2,872,7,7,7,NA,TRUE,7,NA,7,NA,TRUE,7,7,7,NA,TRUE
548,4,NA,2_6_4,0,TRUE,TRUE,TRUE,4,vero2_6_4,NA,NA,NA,NA,NA,NA,NA,2,2,FALSE,2,2,3,4,FALSE
872,4,NA,2_6_4,0,TRUE,TRUE,TRUE,1,623,7,7,7,1,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
872,4,NA,2_6_4,0,TRUE,TRUE,TRUE,2,548,7,7,7,NA,TRUE,NA,7,7,NA,TRUE,7,7,7,NA,TRUE
872,4,NA,2_6_4,0,TRUE,TRUE,TRUE,4,vero2_6_4,NA,NA,NA,NA,NA,3,3,3,NA,FALSE,2,3,3,NA,FALSE
623,4,NA,2_6_4,0,TRUE,TRUE,TRUE,1,872,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
623,4,NA,2_6_4,0,TRUE,TRUE,TRUE,2,548,7,7,7,1,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
623,4,NA,2_6_4,0,TRUE,TRUE,TRUE,4,vero2_6_4,NA,NA,NA,NA,NA,7,7,7,1,TRUE,7,7,7,1,TRUE
185,4,NA,2_7_4,1,TRUE,TRUE,TRUE,1,565,6,7,6,1,TRUE,6,7,6,1,TRUE,7,7,7,1,TRUE
185,4,NA,2_7_4,1,TRUE,TRUE,TRUE,2,870,4,3,3,2,FALSE,3,2,3,2,FALSE,2,3,3,1,FALSE
185,4,NA,2_7_4,1,TRUE,TRUE,TRUE,4,vero2_7_4,NA,NA,NA,NA,NA,2,2,2,5,FALSE,1,4,2,2,FALSE
870,2,NA,2_7_4,1,FALSE,TRUE,TRUE,1,no clue,5,4,4,2,FALSE,4,4,4,4,TRUE,4,4,4,NA,TRUE
870,2,NA,2_7_4,1,FALSE,TRUE,TRUE,2,no clue,5,4,4,2,FALSE,4,4,4,4,TRUE,4,4,4,NA,FALSE
870,2,NA,2_7_4,1,FALSE,TRUE,TRUE,3,no clue,5,4,4,2,TRUE,4,4,4,4,FALSE,4,4,4,NA,FALSE
870,2,NA,2_7_4,1,FALSE,TRUE,TRUE,4,vero2_7_4,NA,NA,NA,NA,NA,1,NA,NA,7,FALSE,NA,NA,NA,6,FALSE
565,5,NA,2_7_4,1,FALSE,TRUE,TRUE,1,185,7,7,7,NA,TRUE,7,7,7,NA,FALSE,7,7,7,1,FALSE
565,5,NA,2_7_4,1,FALSE,TRUE,TRUE,2,870,7,7,7,2,FALSE,7,7,6,NA,FALSE,7,7,7,1,FALSE
565,5,NA,2_7_4,1,FALSE,TRUE,TRUE,4,vero2_7_4,NA,NA,NA,NA,NA,3,7,NA,3,FALSE,2,3,1,5,FALSE
597,5,NA,1_1_5,1,TRUE,TRUE,TRUE,1,241,7,7,7,NA,FALSE,7,7,7,1,TRUE,7,7,7,NA,TRUE
597,5,NA,1_1_5,1,TRUE,TRUE,TRUE,2,718,7,7,7,NA,TRUE,7,7,7,1,TRUE,7,7,7,NA,TRUE
597,5,NA,1_1_5,1,TRUE,TRUE,TRUE,4,vero1_1_5,NA,NA,NA,NA,NA,4,5,6,1,FALSE,6,5,7,NA,FALSE
718,2,NA,1_1_5,1,TRUE,TRUE,TRUE,1,597,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
718,2,NA,1_1_5,1,TRUE,TRUE,TRUE,2,241,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
718,2,NA,1_1_5,1,TRUE,TRUE,TRUE,4,vero1_1_5,NA,NA,NA,NA,NA,5,4,5,NA,FALSE,6,5,6,NA,TRUE
241,1,NA,1_1_5,1,FALSE,FALSE,FALSE,1,1,5,5,5,5,TRUE,6,6,6,6,TRUE,6,6,6,5,TRUE
241,1,NA,1_1_5,1,FALSE,FALSE,FALSE,2,2,5,6,5,5,FALSE,6,6,6,NA,FALSE,6,6,6,5,FALSE
241,1,NA,1_1_5,1,FALSE,FALSE,FALSE,4,vero1_1_5,NA,NA,NA,NA,NA,6,6,6,NA,FALSE,4,4,4,4,FALSE
228,4,NA,1_2_5,0,TRUE,TRUE,TRUE,1,982,7,7,7,1,TRUE,7,7,7,7,TRUE,7,7,7,7,TRUE
228,4,NA,1_2_5,0,TRUE,TRUE,TRUE,2,938,7,7,7,1,FALSE,7,7,7,7,FALSE,7,7,7,7,FALSE
228,4,NA,1_2_5,0,TRUE,TRUE,TRUE,4,vero1_2_5,NA,NA,NA,NA,NA,7,7,7,7,TRUE,7,7,7,7,FALSE
982,4,NA,1_2_5,0,TRUE,TRUE,TRUE,1,938,5,7,6,NA,FALSE,7,7,7,NA,FALSE,7,7,7,NA,FALSE
982,4,NA,1_2_5,0,TRUE,TRUE,TRUE,2,228,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
982,4,NA,1_2_5,0,TRUE,TRUE,TRUE,4,vero1_2_5,NA,NA,NA,NA,NA,7,7,7,NA,TRUE,7,7,7,NA,TRUE
938,4,NA,1_2_5,0,FALSE,FALSE,FALSE,1,228,6,6,6,4,FALSE,7,7,7,7,TRUE,7,7,7,2,FALSE
938,4,NA,1_2_5,0,FALSE,FALSE,FALSE,2,982,6,6,6,4,TRUE,7,7,7,7,FALSE,7,7,7,2,FALSE
938,4,NA,1_2_5,0,FALSE,FALSE,FALSE,4,vero1_2_5,NA,NA,NA,NA,NA,7,7,7,7,FALSE,7,7,7,2,TRUE
431,4,NA,2_3_5,0,TRUE,TRUE,TRUE,1,802,6,6,6,NA,TRUE,6,6,6,1,TRUE,6,6,6,NA,TRUE
431,4,NA,2_3_5,0,TRUE,TRUE,TRUE,2,716,6,6,6,NA,TRUE,6,6,6,NA,TRUE,6,6,6,NA,TRUE
431,4,NA,2_3_5,0,TRUE,TRUE,TRUE,4,vero2_3_5,NA,NA,NA,NA,NA,2,2,NA,6,FALSE,2,2,NA,4,FALSE
716,2,NA,2_3_5,0,TRUE,TRUE,TRUE,1,431,6,6,7,NA,TRUE,7,7,7,1,TRUE,7,7,7,1,TRUE
716,2,NA,2_3_5,0,TRUE,TRUE,TRUE,2,802,6,6,7,NA,TRUE,7,7,7,NA,TRUE,NA,7,7,NA,TRUE
716,2,NA,2_3_5,0,TRUE,TRUE,TRUE,4,vero2_3_5,NA,NA,NA,NA,NA,4,5,6,2,FALSE,3,4,4,2,FALSE
802,4,NA,2_3_5,0,TRUE,TRUE,TRUE,1,716,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
802,4,NA,2_3_5,0,TRUE,TRUE,TRUE,2,431,7,7,7,NA,TRUE,7,7,7,NA,TRUE,7,7,7,NA,TRUE
